trade_id,symbol,price,size,exchange_code,conditions,trade_ts
6255,TSLA,249.2108,500,V,@,2026-09-25T13:33:45Z
16,AAPL,225.2398,50,V,@,2026-09-25T13:34:00Z
1576,MSFT,429.8004,10,V,@,2026-09-25T13:34:00Z
3136,GOOGL,175.322,10,V,@,2026-09-25T13:34:00Z
4696,AMZN,190.0772,200,V,@,2026-09-25T13:34:00Z
6256,TSLA,248.9676,25,V,@,2026-09-25T13:34:00Z
17,AAPL,224.9149,10,V,@,2026-09-25T13:34:15Z
1577,MSFT,429.6736,100,V,@,2026-09-25T13:34:15Z
3137,GOOGL,175.2594,500,V,@,2026-09-25T13:34:15Z
4697,AMZN,190.1954,500,V,@,2026-09-25T13:34:15Z
6257,TSLA,248.6679,100,V,@,2026-09-25T13:34:15Z
18,AAPL,224.6674,200,V,@,2026-09-25T13:34:30Z
1578,MSFT,429.9479,200,V,@,2026-09-25T13:34:30Z
3138,GOOGL,175.0917,10,V,@,2026-09-25T13:34:30Z
4698,AMZN,190.5567,25,V,@,2026-09-25T13:34:30Z
6258,TSLA,248.4808,200,V,@,2026-09-25T13:34:30Z
19,AAPL,224.6321,50,V,@,2026-09-25T13:34:45Z
1579,MSFT,430.54,50,V,@,2026-09-25T13:34:45Z
3139,GOOGL,175.1246,10,V,@,2026-09-25T13:34:45Z
4699,AMZN,190.3868,25,V,@,2026-09-25T13:34:45Z
6259,TSLA,248.5077,50,V,@,2026-09-25T13:34:45Z
20,AAPL,224.3559,500,V,@,2026-09-25T13:35:00Z
1580,MSFT,430.0846,200,V,@,2026-09-25T13:35:00Z
3140,GOOGL,175.2863,100,V,@,2026-09-25T13:35:00Z
4700,AMZN,190.5455,50,V,@,2026-09-25T13:35:00Z
6260,TSLA,247.7336,100,V,@,2026-09-25T13:35:00Z
21,AAPL,224.0277,500,V,@,2026-09-25T13:35:15Z
1581,MSFT,431.2465,200,V,@,2026-09-25T13:35:15Z
3141,GOOGL,175.2355,10,V,@,2026-09-25T13:35:15Z
4701,AMZN,190.4849,50,V,@,2026-09-25T13:35:15Z
6261,TSLA,247.5833,50,V,@,2026-09-25T13:35:15Z
22,AAPL,223.7257,25,V,@,2026-09-25T13:35:30Z
1582,MSFT,431.2436,500,V,@,2026-09-25T13:35:30Z
3142,GOOGL,175.1446,100,V,@,2026-09-25T13:35:30Z
4702,AMZN,190.5152,50,V,@,2026-09-25T13:35:30Z
6262,TSLA,247.4211,50,V,@,2026-09-25T13:35:30Z
23,AAPL,223.4168,50,V,@,2026-09-25T13:35:45Z
1583,MSFT,431.7536,10,V,@,2026-09-25T13:35:45Z
3143,GOOGL,174.9244,100,V,@,2026-09-25T13:35:45Z
4703,AMZN,190.4596,50,V,@,2026-09-25T13:35:45Z
6263,TSLA,247.2201,200,V,@,2026-09-25T13:35:45Z
24,AAPL,223.2538,10,V,@,2026-09-25T13:36:00Z
1584,MSFT,432.1252,25,V,@,2026-09-25T13:36:00Z
3144,GOOGL,174.9819,25,V,@,2026-09-25T13:36:00Z
4704,AMZN,190.487,50,V,@,2026-09-25T13:36:00Z
6264,TSLA,247.2413,25,V,@,2026-09-25T13:36:00Z
25,AAPL,223.5291,25,V,@,2026-09-25T13:36:15Z
1585,MSFT,431.0311,25,V,@,2026-09-25T13:36:15Z
3145,GOOGL,175.1074,500,V,@,2026-09-25T13:36:15Z
4705,AMZN,190.4527,10,V,@,2026-09-25T13:36:15Z
6265,TSLA,247.0396,25,V,@,2026-09-25T13:36:15Z
26,AAPL,223.1752,50,V,@,2026-09-25T13:36:30Z
1586,MSFT,430.4691,25,V,@,2026-09-25T13:36:30Z
3146,GOOGL,174.9805,500,V,@,2026-09-25T13:36:30Z
4706,AMZN,190.3134,500,V,@,2026-09-25T13:36:30Z
6266,TSLA,247.3521,100,V,@,2026-09-25T13:36:30Z
27,AAPL,222.9963,50,V,@,2026-09-25T13:36:45Z
1587,MSFT,429.6996,200,V,@,2026-09-25T13:36:45Z
3147,GOOGL,175.0223,10,V,@,2026-09-25T13:36:45Z
4707,AMZN,190.4087,500,V,@,2026-09-25T13:36:45Z
6267,TSLA,247.0053,10,V,@,2026-09-25T13:36:45Z
28,AAPL,223.1639,25,V,@,2026-09-25T13:37:00Z
1588,MSFT,430.348,50,V,@,2026-09-25T13:37:00Z
3148,GOOGL,174.8591,500,V,@,2026-09-25T13:37:00Z
4708,AMZN,190.3349,50,V,@,2026-09-25T13:37:00Z
6268,TSLA,246.9987,50,V,@,2026-09-25T13:37:00Z
29,AAPL,222.997,25,V,@,2026-09-25T13:37:15Z
1589,MSFT,430.5782,50,V,@,2026-09-25T13:37:15Z
3149,GOOGL,175.1933,50,V,@,2026-09-25T13:37:15Z
4709,AMZN,190.3858,50,V,@,2026-09-25T13:37:15Z
6269,TSLA,247.2298,500,V,@,2026-09-25T13:37:15Z
30,AAPL,222.6928,200,V,@,2026-09-25T13:37:30Z
1590,MSFT,429.9533,200,V,@,2026-09-25T13:37:30Z
3150,GOOGL,175.3526,500,V,@,2026-09-25T13:37:30Z
4710,AMZN,190.5949,100,V,@,2026-09-25T13:37:30Z
6270,TSLA,247.0465,50,V,@,2026-09-25T13:37:30Z
31,AAPL,222.658,500,V,@,2026-09-25T13:37:45Z
1591,MSFT,430.0415,200,V,@,2026-09-25T13:37:45Z
3151,GOOGL,175.3301,200,V,@,2026-09-25T13:37:45Z
4711,AMZN,190.6686,50,V,@,2026-09-25T13:37:45Z
6271,TSLA,246.8915,10,V,@,2026-09-25T13:37:45Z
32,AAPL,222.5797,25,V,@,2026-09-25T13:38:00Z
1592,MSFT,429.9886,25,V,@,2026-09-25T13:38:00Z
3152,GOOGL,175.3693,200,V,@,2026-09-25T13:38:00Z
4712,AMZN,190.6208,50,V,@,2026-09-25T13:38:00Z
6272,TSLA,246.8956,100,V,@,2026-09-25T13:38:00Z
33,AAPL,222.6923,25,V,@,2026-09-25T13:38:15Z
1593,MSFT,429.7325,200,V,@,2026-09-25T13:38:15Z
3153,GOOGL,175.2629,500,V,@,2026-09-25T13:38:15Z
4713,AMZN,190.592,50,V,@,2026-09-25T13:38:15Z
6273,TSLA,246.6892,25,V,@,2026-09-25T13:38:15Z
34,AAPL,222.8784,500,V,@,2026-09-25T13:38:30Z
1594,MSFT,429.6253,50,V,@,2026-09-25T13:38:30Z
3154,GOOGL,175.2085,10,V,@,2026-09-25T13:38:30Z
4714,AMZN,190.673,50,V,@,2026-09-25T13:38:30Z
6274,TSLA,247.0035,25,V,@,2026-09-25T13:38:30Z
35,AAPL,223.1963,50,V,@,2026-09-25T13:38:45Z
1595,MSFT,430.5103,25,V,@,2026-09-25T13:38:45Z
3155,GOOGL,175.1112,200,V,@,2026-09-25T13:38:45Z
4715,AMZN,190.9137,500,V,@,2026-09-25T13:38:45Z
6275,TSLA,247.0748,50,V,@,2026-09-25T13:38:45Z
36,AAPL,223.1753,10,V,@,2026-09-25T13:39:00Z
1596,MSFT,430.4433,100,V,@,2026-09-25T13:39:00Z
3156,GOOGL,174.8877,500,V,@,2026-09-25T13:39:00Z
4716,AMZN,190.9344,50,V,@,2026-09-25T13:39:00Z
6276,TSLA,246.9293,200,V,@,2026-09-25T13:39:00Z
37,AAPL,223.1828,200,V,@,2026-09-25T13:39:15Z
1597,MSFT,430.5856,10,V,@,2026-09-25T13:39:15Z
3157,GOOGL,174.8503,50,V,@,2026-09-25T13:39:15Z
4717,AMZN,190.9231,25,V,@,2026-09-25T13:39:15Z
6277,TSLA,246.7857,25,V,@,2026-09-25T13:39:15Z
38,AAPL,223.2393,500,V,@,2026-09-25T13:39:30Z
1598,MSFT,430.6201,50,V,@,2026-09-25T13:39:30Z
3158,GOOGL,174.8933,50,V,@,2026-09-25T13:39:30Z
4718,AMZN,190.6688,200,V,@,2026-09-25T13:39:30Z
6278,TSLA,247.1813,200,V,@,2026-09-25T13:39:30Z
39,AAPL,223.1689,50,V,@,2026-09-25T13:39:45Z
1599,MSFT,430.5508,200,V,@,2026-09-25T13:39:45Z
3159,GOOGL,174.7481,25,V,@,2026-09-25T13:39:45Z
4719,AMZN,190.5575,100,V,@,2026-09-25T13:39:45Z
6279,TSLA,246.8116,500,V,@,2026-09-25T13:39:45Z
40,AAPL,223.3303,25,V,@,2026-09-25T13:40:00Z
1600,MSFT,430.4993,25,V,@,2026-09-25T13:40:00Z
3160,GOOGL,174.8793,500,V,@,2026-09-25T13:40:00Z
4720,AMZN,190.4716,10,V,@,2026-09-25T13:40:00Z
6280,TSLA,246.8775,25,V,@,2026-09-25T13:40:00Z
41,AAPL,223.2049,25,V,@,2026-09-25T13:40:15Z
1601,MSFT,430.6357,10,V,@,2026-09-25T13:40:15Z
3161,GOOGL,174.8186,25,V,@,2026-09-25T13:40:15Z
4721,AMZN,190.548,500,V,@,2026-09-25T13:40:15Z
6281,TSLA,246.8055,200,V,@,2026-09-25T13:40:15Z
42,AAPL,223.0193,25,V,@,2026-09-25T13:40:30Z
1602,MSFT,430.2671,10,V,@,2026-09-25T13:40:30Z
3162,GOOGL,174.7951,200,V,@,2026-09-25T13:40:30Z
4722,AMZN,190.4824,25,V,@,2026-09-25T13:40:30Z
6282,TSLA,246.9496,500,V,@,2026-09-25T13:40:30Z
43,AAPL,223.2316,500,V,@,2026-09-25T13:40:45Z
1603,MSFT,430.6082,25,V,@,2026-09-25T13:40:45Z
3163,GOOGL,174.7652,10,V,@,2026-09-25T13:40:45Z
4723,AMZN,190.4779,25,V,@,2026-09-25T13:40:45Z
6283,TSLA,246.8291,25,V,@,2026-09-25T13:40:45Z
44,AAPL,223.1051,200,V,@,2026-09-25T13:41:00Z
1604,MSFT,431.3045,200,V,@,2026-09-25T13:41:00Z
3164,GOOGL,174.6507,500,V,@,2026-09-25T13:41:00Z
4724,AMZN,190.3816,500,V,@,2026-09-25T13:41:00Z
6284,TSLA,246.921,50,V,@,2026-09-25T13:41:00Z
45,AAPL,222.7462,25,V,@,2026-09-25T13:41:15Z
1605,MSFT,431.2375,10,V,@,2026-09-25T13:41:15Z
3165,GOOGL,174.2413,500,V,@,2026-09-25T13:41:15Z
4725,AMZN,190.2998,500,V,@,2026-09-25T13:41:15Z
6285,TSLA,247.5913,50,V,@,2026-09-25T13:41:15Z
46,AAPL,222.6567,25,V,@,2026-09-25T13:41:30Z
1606,MSFT,431.0088,50,V,@,2026-09-25T13:41:30Z
3166,GOOGL,174.2968,25,V,@,2026-09-25T13:41:30Z
4726,AMZN,190.3288,100,V,@,2026-09-25T13:41:30Z
6286,TSLA,247.4039,25,V,@,2026-09-25T13:41:30Z
47,AAPL,222.3913,200,V,@,2026-09-25T13:41:45Z
1607,MSFT,431.4128,500,V,@,2026-09-25T13:41:45Z
3167,GOOGL,173.9108,50,V,@,2026-09-25T13:41:45Z
4727,AMZN,190.5757,25,V,@,2026-09-25T13:41:45Z
6287,TSLA,247.1552,50,V,@,2026-09-25T13:41:45Z
48,AAPL,222.5192,100,V,@,2026-09-25T13:42:00Z
1608,MSFT,431.7513,500,V,@,2026-09-25T13:42:00Z
3168,GOOGL,173.6986,50,V,@,2026-09-25T13:42:00Z
4728,AMZN,190.4811,200,V,@,2026-09-25T13:42:00Z
6288,TSLA,246.7971,100,V,@,2026-09-25T13:42:00Z
49,AAPL,222.5774,100,V,@,2026-09-25T13:42:15Z
1609,MSFT,431.5934,500,V,@,2026-09-25T13:42:15Z
3169,GOOGL,173.8633,50,V,@,2026-09-25T13:42:15Z
4729,AMZN,190.4707,200,V,@,2026-09-25T13:42:15Z
6289,TSLA,247.2259,50,V,@,2026-09-25T13:42:15Z
50,AAPL,222.6148,200,V,@,2026-09-25T13:42:30Z
1610,MSFT,431.7149,100,V,@,2026-09-25T13:42:30Z
3170,GOOGL,173.7402,100,V,@,2026-09-25T13:42:30Z
4730,AMZN,190.4146,50,V,@,2026-09-25T13:42:30Z
6290,TSLA,247.0379,500,V,@,2026-09-25T13:42:30Z
51,AAPL,222.8563,10,V,@,2026-09-25T13:42:45Z
1611,MSFT,431.6402,500,V,@,2026-09-25T13:42:45Z
3171,GOOGL,173.6888,100,V,@,2026-09-25T13:42:45Z
4731,AMZN,190.5008,50,V,@,2026-09-25T13:42:45Z
6291,TSLA,246.8925,50,V,@,2026-09-25T13:42:45Z
52,AAPL,223.0553,100,V,@,2026-09-25T13:43:00Z
1612,MSFT,431.8617,100,V,@,2026-09-25T13:43:00Z
3172,GOOGL,173.7158,200,V,@,2026-09-25T13:43:00Z
4732,AMZN,190.7258,100,V,@,2026-09-25T13:43:00Z
6292,TSLA,247.0457,100,V,@,2026-09-25T13:43:00Z
53,AAPL,222.5084,500,V,@,2026-09-25T13:43:15Z
1613,MSFT,431.7036,50,V,@,2026-09-25T13:43:15Z
3173,GOOGL,173.6282,50,V,@,2026-09-25T13:43:15Z
4733,AMZN,190.6605,200,V,@,2026-09-25T13:43:15Z
6293,TSLA,246.9323,10,V,@,2026-09-25T13:43:15Z
54,AAPL,223.0104,500,V,@,2026-09-25T13:43:30Z
1614,MSFT,431.4883,25,V,@,2026-09-25T13:43:30Z
3174,GOOGL,173.6134,100,V,@,2026-09-25T13:43:30Z
4734,AMZN,190.591,10,V,@,2026-09-25T13:43:30Z
6294,TSLA,247.2293,100,V,@,2026-09-25T13:43:30Z
55,AAPL,222.4267,10,V,@,2026-09-25T13:43:45Z
1615,MSFT,432.1392,500,V,@,2026-09-25T13:43:45Z
3175,GOOGL,173.5481,200,V,@,2026-09-25T13:43:45Z
4735,AMZN,190.3896,25,V,@,2026-09-25T13:43:45Z
6295,TSLA,247.2314,50,V,@,2026-09-25T13:43:45Z
56,AAPL,222.3189,500,V,@,2026-09-25T13:44:00Z
1616,MSFT,432.0095,200,V,@,2026-09-25T13:44:00Z
3176,GOOGL,173.295,50,V,@,2026-09-25T13:44:00Z
4736,AMZN,190.475,200,V,@,2026-09-25T13:44:00Z
6296,TSLA,247.2051,500,V,@,2026-09-25T13:44:00Z
57,AAPL,222.5966,100,V,@,2026-09-25T13:44:15Z
1617,MSFT,432.1754,500,V,@,2026-09-25T13:44:15Z
3177,GOOGL,173.4239,25,V,@,2026-09-25T13:44:15Z
4737,AMZN,190.3996,500,V,@,2026-09-25T13:44:15Z
6297,TSLA,247.434,25,V,@,2026-09-25T13:44:15Z
58,AAPL,222.3509,25,V,@,2026-09-25T13:44:30Z
1618,MSFT,431.7881,10,V,@,2026-09-25T13:44:30Z
3178,GOOGL,173.0261,100,V,@,2026-09-25T13:44:30Z
4738,AMZN,190.8923,25,V,@,2026-09-25T13:44:30Z
6298,TSLA,246.8022,25,V,@,2026-09-25T13:44:30Z
59,AAPL,222.3745,100,V,@,2026-09-25T13:44:45Z
1619,MSFT,431.7519,500,V,@,2026-09-25T13:44:45Z
3179,GOOGL,173.1747,10,V,@,2026-09-25T13:44:45Z
4739,AMZN,190.7747,500,V,@,2026-09-25T13:44:45Z
6299,TSLA,246.8075,500,V,@,2026-09-25T13:44:45Z
60,AAPL,222.1731,10,V,@,2026-09-25T13:45:00Z
1620,MSFT,431.3931,200,V,@,2026-09-25T13:45:00Z
3180,GOOGL,172.7906,10,V,@,2026-09-25T13:45:00Z
4740,AMZN,191.2365,100,V,@,2026-09-25T13:45:00Z
6300,TSLA,246.7588,500,V,@,2026-09-25T13:45:00Z
61,AAPL,222.608,200,V,@,2026-09-25T13:45:15Z
1621,MSFT,430.316,50,V,@,2026-09-25T13:45:15Z
3181,GOOGL,172.7067,50,V,@,2026-09-25T13:45:15Z
4741,AMZN,191.0008,200,V,@,2026-09-25T13:45:15Z
6301,TSLA,246.7414,50,V,@,2026-09-25T13:45:15Z
62,AAPL,222.4778,10,V,@,2026-09-25T13:45:30Z
1622,MSFT,431.1867,200,V,@,2026-09-25T13:45:30Z
3182,GOOGL,172.7755,10,V,@,2026-09-25T13:45:30Z
4742,AMZN,191.0081,100,V,@,2026-09-25T13:45:30Z
6302,TSLA,247.2076,200,V,@,2026-09-25T13:45:30Z
63,AAPL,222.4558,500,V,@,2026-09-25T13:45:45Z
1623,MSFT,431.2947,25,V,@,2026-09-25T13:45:45Z
3183,GOOGL,172.8422,500,V,@,2026-09-25T13:45:45Z
4743,AMZN,190.933,200,V,@,2026-09-25T13:45:45Z
6303,TSLA,247.4658,200,V,@,2026-09-25T13:45:45Z
64,AAPL,222.717,50,V,@,2026-09-25T13:46:00Z
1624,MSFT,431.2707,500,V,@,2026-09-25T13:46:00Z
3184,GOOGL,172.8243,25,V,@,2026-09-25T13:46:00Z
4744,AMZN,190.9266,100,V,@,2026-09-25T13:46:00Z
6304,TSLA,247.5045,500,V,@,2026-09-25T13:46:00Z
65,AAPL,222.8614,200,V,@,2026-09-25T13:46:15Z
1625,MSFT,430.3422,50,V,@,2026-09-25T13:46:15Z
3185,GOOGL,172.472,100,V,@,2026-09-25T13:46:15Z
4745,AMZN,190.8032,200,V,@,2026-09-25T13:46:15Z
6305,TSLA,247.5583,10,V,@,2026-09-25T13:46:15Z
66,AAPL,222.6389,200,V,@,2026-09-25T13:46:30Z
1626,MSFT,429.9375,50,V,@,2026-09-25T13:46:30Z
3186,GOOGL,172.4801,500,V,@,2026-09-25T13:46:30Z
4746,AMZN,190.8918,500,V,@,2026-09-25T13:46:30Z
6306,TSLA,247.7219,25,V,@,2026-09-25T13:46:30Z
67,AAPL,222.7069,10,V,@,2026-09-25T13:46:45Z
1627,MSFT,430.3886,25,V,@,2026-09-25T13:46:45Z
3187,GOOGL,172.2398,200,V,@,2026-09-25T13:46:45Z
4747,AMZN,190.9372,10,V,@,2026-09-25T13:46:45Z
6307,TSLA,247.2339,25,V,@,2026-09-25T13:46:45Z
68,AAPL,222.9114,200,V,@,2026-09-25T13:47:00Z
1628,MSFT,430.9389,500,V,@,2026-09-25T13:47:00Z
3188,GOOGL,172.2084,25,V,@,2026-09-25T13:47:00Z
4748,AMZN,191.0404,200,V,@,2026-09-25T13:47:00Z
6308,TSLA,247.2249,50,V,@,2026-09-25T13:47:00Z
69,AAPL,222.8916,25,V,@,2026-09-25T13:47:15Z
1629,MSFT,431.0785,100,V,@,2026-09-25T13:47:15Z
3189,GOOGL,172.0311,10,V,@,2026-09-25T13:47:15Z
4749,AMZN,190.7524,50,V,@,2026-09-25T13:47:15Z
6309,TSLA,247.1249,500,V,@,2026-09-25T13:47:15Z
70,AAPL,222.9311,10,V,@,2026-09-25T13:47:30Z
1630,MSFT,430.9559,10,V,@,2026-09-25T13:47:30Z
3190,GOOGL,172.0604,10,V,@,2026-09-25T13:47:30Z
4750,AMZN,190.8351,500,V,@,2026-09-25T13:47:30Z
6310,TSLA,246.5447,100,V,@,2026-09-25T13:47:30Z
71,AAPL,223.3443,25,V,@,2026-09-25T13:47:45Z
1631,MSFT,430.799,50,V,@,2026-09-25T13:47:45Z
3191,GOOGL,172.0576,25,V,@,2026-09-25T13:47:45Z
4751,AMZN,190.6748,50,V,@,2026-09-25T13:47:45Z
6311,TSLA,246.0377,500,V,@,2026-09-25T13:47:45Z
72,AAPL,223.1466,200,V,@,2026-09-25T13:48:00Z
1632,MSFT,430.2043,25,V,@,2026-09-25T13:48:00Z
3192,GOOGL,172.0219,200,V,@,2026-09-25T13:48:00Z
4752,AMZN,190.6494,200,V,@,2026-09-25T13:48:00Z
6312,TSLA,245.7033,500,V,@,2026-09-25T13:48:00Z
73,AAPL,223.2358,25,V,@,2026-09-25T13:48:15Z
1633,MSFT,430.2048,10,V,@,2026-09-25T13:48:15Z
3193,GOOGL,171.913,100,V,@,2026-09-25T13:48:15Z
4753,AMZN,190.7489,25,V,@,2026-09-25T13:48:15Z
6313,TSLA,245.5048,10,V,@,2026-09-25T13:48:15Z
74,AAPL,223.2049,25,V,@,2026-09-25T13:48:30Z
1634,MSFT,430.366,100,V,@,2026-09-25T13:48:30Z
3194,GOOGL,171.7733,200,V,@,2026-09-25T13:48:30Z
4754,AMZN,190.8413,50,V,@,2026-09-25T13:48:30Z
6314,TSLA,245.521,500,V,@,2026-09-25T13:48:30Z
75,AAPL,223.1207,500,V,@,2026-09-25T13:48:45Z
1635,MSFT,430.3573,100,V,@,2026-09-25T13:48:45Z
3195,GOOGL,171.637,500,V,@,2026-09-25T13:48:45Z
4755,AMZN,190.6863,25,V,@,2026-09-25T13:48:45Z
6315,TSLA,245.3345,50,V,@,2026-09-25T13:48:45Z
76,AAPL,223.1282,100,V,@,2026-09-25T13:49:00Z
1636,MSFT,430.563,500,V,@,2026-09-25T13:49:00Z
3196,GOOGL,171.8435,500,V,@,2026-09-25T13:49:00Z
4756,AMZN,190.6531,50,V,@,2026-09-25T13:49:00Z
6316,TSLA,245.1867,50,V,@,2026-09-25T13:49:00Z
77,AAPL,223.2548,200,V,@,2026-09-25T13:49:15Z
1637,MSFT,430.3356,200,V,@,2026-09-25T13:49:15Z
3197,GOOGL,171.6307,25,V,@,2026-09-25T13:49:15Z
4757,AMZN,190.6965,200,V,@,2026-09-25T13:49:15Z
6317,TSLA,244.9308,10,V,@,2026-09-25T13:49:15Z
78,AAPL,223.2108,500,V,@,2026-09-25T13:49:30Z
1638,MSFT,430.4612,100,V,@,2026-09-25T13:49:30Z
3198,GOOGL,171.5899,50,V,@,2026-09-25T13:49:30Z
4758,AMZN,190.6522,10,V,@,2026-09-25T13:49:30Z
6318,TSLA,244.8688,50,V,@,2026-09-25T13:49:30Z
79,AAPL,222.9105,500,V,@,2026-09-25T13:49:45Z
1639,MSFT,429.6983,10,V,@,2026-09-25T13:49:45Z
3199,GOOGL,171.3755,25,V,@,2026-09-25T13:49:45Z
4759,AMZN,191.2234,10,V,@,2026-09-25T13:49:45Z
6319,TSLA,244.8097,500,V,@,2026-09-25T13:49:45Z
80,AAPL,222.8579,25,V,@,2026-09-25T13:50:00Z
1640,MSFT,430.155,100,V,@,2026-09-25T13:50:00Z
3200,GOOGL,171.4333,100,V,@,2026-09-25T13:50:00Z
4760,AMZN,191.1511,500,V,@,2026-09-25T13:50:00Z
6320,TSLA,245.08,100,V,@,2026-09-25T13:50:00Z
81,AAPL,222.806,100,V,@,2026-09-25T13:50:15Z
1641,MSFT,430.2912,10,V,@,2026-09-25T13:50:15Z
3201,GOOGL,171.3353,100,V,@,2026-09-25T13:50:15Z
4761,AMZN,191.0013,200,V,@,2026-09-25T13:50:15Z
6321,TSLA,245.3045,10,V,@,2026-09-25T13:50:15Z
82,AAPL,222.5872,10,V,@,2026-09-25T13:50:30Z
1642,MSFT,429.7426,10,V,@,2026-09-25T13:50:30Z
3202,GOOGL,171.4372,25,V,@,2026-09-25T13:50:30Z
4762,AMZN,191.2144,50,V,@,2026-09-25T13:50:30Z
6322,TSLA,244.8587,100,V,@,2026-09-25T13:50:30Z
83,AAPL,222.4855,25,V,@,2026-09-25T13:50:45Z
